推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,5日最高涨幅%,5日最低涨幅%,5日结果,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2026-02-04,4,62.6,601956,东贝集团,7.37,-1.49,-1.63,0.41,0.68,0.14,1.22,-2.31,完整5日,是,7.37,T+5收盘退出,5,7.38,-0.06,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.22,-2.31,5日内未触发关键退出信号,0.14
2026-02-04,5,62.2,002551,尚荣医疗,3.87,-0.52,-0.26,0.78,1.03,0.26,1.81,-0.78,完整5日,是,3.86,T+5收盘退出,5,3.88,0.32,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.07,-0.52,5日内未触发关键退出信号,0.26
2026-02-05,1,51.1,603839,安正时尚,8.13,0.86,2.95,3.57,1.97,-0.98,4.18,-1.6,完整5日,是,8.09,移动止盈退出,5,8.05,1.05,3.0,6.0,-3.0,-6.0,50.0,T+2,T+5,4.7,-1.11,2026-02-09达到第一止盈：卖出50%；2026-02-12从峰值回撤约2.2%后退出,-0.98
2026-02-05,2,47.0,000890,法尔胜,5.34,0.56,2.62,3.0,1.31,2.62,3.93,-1.87,完整5日,是,5.29,移动止盈退出,4,5.41,2.43,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,4.91,-0.95,2026-02-09达到第一止盈：卖出50%；2026-02-11从峰值回撤约2.2%后退出,2.62
2026-02-05,3,44.0,002510,天汽模,7.53,0.0,0.0,0.0,0.0,2.66,9.96,0.0,完整5日,是,7.53,移动止盈退出,5,7.73,2.63,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,9.96,0.0,2026-02-12达到第一止盈：卖出50%；2026-02-12从峰值回撤约3.5%后退出,2.66
2026-02-05,4,43.4,002187,广百股份,8.17,-4.04,-3.92,-6.98,-7.83,-10.77,-1.47,-10.77,完整5日,是,8.01,结构止损退出,5,7.29,-9.19,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.5,-8.99,2026-02-09触发软止损预警；2026-02-10触发软止损预警；2026-02-11触发软止损预警；2026-02-12触发软止损预警；2026-02-12收盘确认结构破坏,-10.77
2026-02-05,5,43.0,002693,双成药业,7.84,1.15,0.26,0.0,-1.53,-2.81,2.04,-3.32,完整5日,是,7.75,移动止盈退出,4,7.72,1.11,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,3.23,-0.52,2026-02-09达到第一止盈：卖出50%；2026-02-11从峰值回撤约2.2%后退出,-2.81
2026-02-06,1,72.8,002103,广博股份,9.86,1.22,2.54,1.62,0.51,-0.91,3.35,-1.12,完整5日,是,9.93,T+5收盘退出,5,9.77,-1.81,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.62,-1.81,5日内未触发关键退出信号,-0.91
2026-02-06,2,61.5,002537,海联金汇,9.07,1.1,3.09,2.98,1.54,0.44,4.08,0.22,完整5日,是,9.16,移动止盈退出,4,9.21,1.57,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,3.06,-0.55,2026-02-11达到第一止盈：卖出50%；2026-02-12从峰值回撤约2.2%后退出,0.44
2026-02-06,3,60.6,002513,蓝丰生化,7.4,4.73,1.08,1.35,-1.35,-2.43,5.41,-2.7,完整5日,是,7.44,移动止盈退出,2,7.48,1.57,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.44,-0.4,2026-02-09盘中达到第一止盈，但T+1不可卖；2026-02-10达到第一止盈：卖出50%；2026-02-10从峰值回撤约2.2%后退出,-2.43
2026-02-06,4,46.9,000665,湖北广电,5.6,0.89,4.11,0.54,0.89,-1.43,6.07,-1.43,完整5日,是,5.65,移动止盈退出,3,5.63,1.12,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,5.13,-0.88,2026-02-10达到第一止盈：卖出50%；2026-02-11从峰值回撤约2.8%后退出,-1.43
2026-02-06,5,43.1,002474,榕基软件,8.95,1.68,3.13,2.01,0.22,0.0,5.59,-0.45,完整5日,是,9.06,移动止盈退出,2,9.23,2.24,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.3,-0.66,2026-02-10达到第一止盈：卖出50%；2026-02-10从峰值回撤约2.2%后退出,0.0
2026-02-09,1,80.5,002909,集泰股份,7.53,-1.06,-1.2,-1.2,-1.33,0.66,1.46,-2.26,完整5日,是,7.56,T+5收盘退出,5,7.58,0.06,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.06,-2.65,5日内未触发关键退出信号,0.66
2026-02-09,2,66.1,002348,高乐股份,6.25,1.44,2.08,4.0,5.12,10.08,11.36,-0.48,完整5日,是,6.27,强势止盈/清仓,4,6.65,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,7.02,-0.8,2026-02-12达到第一止盈：卖出50%；达到第二止盈,10.08
2026-02-09,3,64.4,000809,和展能源,3.51,-0.85,-1.14,-2.85,-2.85,-0.57,0.57,-3.13,完整5日,是,3.53,T+5收盘退出,5,3.49,-1.33,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-3.68,2026-02-12触发软止损预警；2026-02-13触发软止损预警；2026-02-24触发软止损预警,-0.57
2026-02-09,4,63.9,002021,中捷资源,3.22,-1.24,-1.55,-2.17,-1.86,0.93,3.73,-3.73,完整5日,是,3.22,移动止盈退出,5,3.25,1.77,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.73,-3.73,2026-02-12触发软止损预警；2026-02-24达到第一止盈：卖出50%；2026-02-24从峰值回撤约2.2%后退出,0.93
2026-02-09,5,63.4,002370,亚太药业,7.22,-0.69,-1.25,-2.35,-2.49,-3.32,0.69,-5.26,完整5日,是,7.23,T+5收盘退出,5,6.98,-3.66,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.55,-5.39,2026-02-24触发软止损预警,-3.32
2026-02-10,1,59.6,002067,景兴纸业,5.64,1.6,1.77,2.3,2.3,3.72,5.5,-0.18,完整5日,是,5.8,T+5收盘退出,5,5.85,0.66,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.59,-2.93,5日内未触发关键退出信号,3.72
2026-02-10,2,51.9,002391,长青股份,6.47,0.46,-2.47,-3.25,1.08,1.85,3.55,-3.25,完整5日,是,6.46,首止盈后T+5退出,5,6.59,2.31,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.72,-3.1,2026-02-13触发软止损预警；2026-02-25达到第一止盈：卖出50%,1.85
2026-02-10,3,46.0,002640,跨境通,4.08,-1.47,-3.19,-2.94,-2.45,-2.21,-0.25,-3.19,完整5日,是,4.05,T+5收盘退出,5,3.99,-1.68,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.49,-2.47,5日内未触发关键退出信号,-2.21
2026-02-10,4,45.6,600651,飞乐音响,8.27,2.3,-1.93,-2.3,-4.47,-3.02,6.17,-5.08,完整5日,是,8.28,T+5收盘退出,5,8.02,-3.34,3.0,6.0,-3.0,-6.0,50.0,,T+5,6.04,-5.19,2026-02-11盘中达到第一止盈，但T+1不可卖；2026-02-24触发软止损预警；2026-02-25触发软止损预警,-3.02
2026-02-10,5,45.3,002059,云南旅游,5.48,-1.46,-4.38,-3.65,-5.29,-4.74,0.0,-5.47,完整5日,是,5.48,T+5收盘退出,5,5.22,-4.94,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-5.47,2026-02-12触发软止损预警；2026-02-13触发软止损预警；2026-02-24触发软止损预警；2026-02-25触发软止损预警,-4.74
2026-02-11,1,67.7,600281,华阳新材,6.28,-0.48,-3.34,0.8,3.82,2.23,4.78,-3.5,完整5日,是,6.26,首止盈后T+5退出,5,6.42,2.58,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,5.11,-3.19,2026-02-13触发软止损预警；2026-02-25达到第一止盈：卖出50%,2.23
2026-02-11,2,52.1,600744,华银电力,6.38,0.78,-1.41,2.51,2.82,13.17,13.17,-1.57,完整5日,是,6.5,强势止盈/清仓,5,7.14,4.3,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,11.08,-3.38,2026-02-13触发软止损预警；2026-02-26达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,13.17
2026-02-11,3,51.8,002347,泰尔股份,9.9,-2.42,-1.52,-0.91,0.2,-1.01,1.01,-2.93,完整5日,是,9.87,T+5收盘退出,5,9.8,-0.91,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.32,-2.63,5日内未触发关键退出信号,-1.01
2026-02-11,4,40.1,002212,天融信,8.86,-0.23,0.11,-1.58,-1.58,-2.82,4.29,-3.16,完整5日,是,8.85,移动止盈退出,2,8.87,1.41,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.41,-1.81,2026-02-13达到第一止盈：卖出50%；2026-02-13从峰值回撤约2.2%后退出,-2.82
2026-02-11,5,36.3,000546,金圆股份,5.86,-1.71,-1.88,1.02,5.97,16.55,16.55,-2.39,完整5日,是,5.89,强势止盈/清仓,4,6.24,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,7.64,-2.89,2026-02-25达到第一止盈：卖出50%；达到第二止盈,16.55
2026-02-12,1,66.7,002546,新联电子,9.47,-3.91,1.58,0.63,10.67,15.21,16.79,-4.44,完整5日,是,9.31,强势止盈/清仓,4,10.22,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,12.57,-2.79,2026-02-24达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,15.21
2026-02-12,2,62.4,002266,浙富控股,4.96,-1.61,0.81,3.23,3.83,5.24,5.24,-2.02,完整5日,是,4.92,强势止盈/清仓,5,5.22,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,6.1,-1.22,2026-02-25达到第一止盈：卖出50%；达到第二止盈,5.24
2026-02-12,3,47.6,600192,长城电工,9.49,-1.26,2.42,2.21,3.06,4.32,4.32,-1.26,完整5日,是,9.45,首止盈后T+5退出,5,9.9,3.68,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,4.76,-0.85,2026-02-25达到第一止盈：卖出50%,4.32
2026-02-12,4,45.3,600468,百利电气,7.44,-2.02,2.15,2.42,4.3,4.57,4.84,-2.55,完整5日,是,7.31,强势止盈/清仓,4,7.75,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,6.29,-0.82,2026-02-24达到第一止盈：卖出50%；达到第二止盈,4.57
2026-02-12,5,44.1,603333,福华尚纬,8.06,-0.37,2.11,6.82,9.43,9.06,10.79,-0.5,完整5日,是,8.06,强势止盈/清仓,3,8.85,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,9.8,-0.5,2026-02-25达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,9.06
2026-02-13,1,40.8,002766,索菱股份,5.83,0.69,1.54,-0.17,-0.34,-5.83,4.46,-6.0,完整5日,是,6.03,结构止损退出,5,5.49,-9.16,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.0,-9.12,2026-02-26触发软止损预警；2026-02-27触发软止损预警；2026-03-02触发软止损预警；2026-03-02收盘确认结构破坏,-5.83
2026-02-13,2,34.5,002564,天沃科技,7.38,2.03,1.9,2.03,3.79,-1.76,4.61,-2.98,完整5日,是,7.46,移动止盈退出,5,7.25,-0.11,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.49,-4.02,2026-02-27达到第一止盈：卖出50%；2026-03-02从峰值回撤约2.2%后退出,-1.76
2026-02-13,3,33.2,000863,三湘印象,6.14,-3.75,-5.21,-5.05,-5.7,-6.35,1.3,-9.93,完整5日,是,6.17,T+5收盘退出,5,5.75,-7.01,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.81,-10.37,2026-02-25触发软止损预警；2026-02-26触发软止损预警；2026-02-27触发软止损预警；2026-03-02触发软止损预警,-6.35
2026-02-13,4,32.9,600635,大众公用,6.21,1.45,1.61,0.16,1.45,1.13,2.74,-0.48,完整5日,是,6.29,T+5收盘退出,5,6.28,-0.36,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.43,-1.75,5日内未触发关键退出信号,1.13
2026-02-13,5,32.7,000670,盈方微,8.54,1.05,1.29,1.41,0.94,-3.86,2.11,-3.98,完整5日,是,8.6,T+5收盘退出,5,8.21,-4.73,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.4,-4.65,2026-03-02触发软止损预警,-3.86
2026-02-24,1,80.9,601218,吉鑫科技,5.57,0.54,3.59,3.77,2.33,-1.8,4.13,-1.97,完整5日,是,5.58,移动止盈退出,5,5.47,0.31,3.0,6.0,-3.0,-6.0,50.0,T+2,T+5,3.94,-2.15,2026-02-26达到第一止盈：卖出50%；2026-03-03从峰值回撤约2.2%后退出,-1.8
2026-02-24,2,80.5,000565,渝三峡A,8.62,0.12,-0.81,1.16,-1.28,-6.38,1.16,-6.61,完整5日,是,8.62,结构止损退出,5,8.07,-6.58,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.16,-6.61,2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-6.38
2026-02-24,3,74.1,002021,中捷资源,3.25,10.15,13.54,16.0,8.92,3.38,19.69,0.31,完整5日,是,3.26,强势止盈/清仓,2,3.58,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,16.56,0.0,2026-02-25盘中达到第一止盈，但T+1不可卖；2026-02-26达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,3.38
2026-02-24,4,66.2,000981,山子高科,4.86,1.44,1.23,2.06,-3.7,-4.73,3.91,-5.35,完整5日,是,4.82,移动止盈退出,4,4.68,-0.15,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,4.77,-3.11,2026-02-25盘中达到第一止盈，但T+1不可卖；2026-02-26达到第一止盈：卖出50%；2026-03-02从峰值回撤约2.2%后退出,-4.73
2026-02-24,5,66.0,600681,百川能源,4.22,0.71,-0.71,1.66,2.61,12.8,12.8,-1.18,完整5日,是,4.22,强势止盈/清仓,5,4.63,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,12.8,-1.18,2026-03-02达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,12.8
2026-02-25,1,80.8,601608,中信重工,7.91,0.88,0.13,-1.26,-7.08,-8.98,1.77,-9.23,完整5日,是,7.88,结构止损退出,4,7.35,-6.93,3.0,6.0,-3.0,-6.0,50.0,,T+4,2.16,-7.11,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-8.98
2026-02-25,2,77.5,000965,天保基建,4.13,-1.94,-0.73,-3.15,-4.84,-7.26,0.73,-7.99,完整5日,是,4.16,结构止损退出,5,3.83,-8.13,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-8.65,2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-04触发软止损预警；2026-03-04收盘确认结构破坏,-7.26
2026-02-25,3,67.5,601992,金隅集团,2.09,-2.87,-1.91,-4.31,-9.09,-10.53,0.0,-11.0,完整5日,是,2.09,结构止损退出,4,1.9,-9.29,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.0,-9.57,2026-02-27触发软止损预警；2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-10.53
2026-02-25,4,66.8,600800,渤海化学,4.56,-5.04,-1.97,-1.1,5.48,-4.17,8.77,-6.14,完整5日,是,4.56,强势止盈/清仓,4,4.83,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,8.77,-6.14,2026-02-27触发软止损预警；2026-03-02触发软止损预警；2026-03-03达到第一止盈：卖出50%；达到第二止盈,-4.17
2026-02-25,5,65.7,600981,苏豪汇鸿,3.46,-1.45,-0.58,-6.65,-9.83,-10.98,0.29,-12.14,完整5日,是,3.46,结构止损退出,3,3.23,-6.85,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.29,-6.94,2026-03-02触发软止损预警；2026-03-02收盘确认结构破坏,-10.98
2026-02-26,1,43.5,000078,电信等权,3.5,0.57,-4.0,-7.71,-8.29,-6.29,0.57,-10.29,完整5日,是,3.48,结构止损退出,3,3.23,-7.38,3.0,6.0,-3.0,-6.0,50.0,,T+3,1.15,-7.47,2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-6.29
2026-02-26,2,40.9,002589,瑞康医药,3.32,0.0,-4.22,-6.63,-7.23,-5.42,0.6,-8.13,完整5日,是,3.32,结构止损退出,3,3.1,-6.83,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.6,-6.63,2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-5.42
2026-02-26,3,37.3,002356,鹏飞绿能,3.84,9.9,20.83,16.93,13.54,15.36,26.56,-0.52,完整5日,是,3.84,强势止盈/清仓,2,4.22,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,20.83,-0.52,2026-02-27盘中达到第一止盈，但T+1不可卖；2026-03-02达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,15.36
2026-02-26,4,35.9,600198,大唐电信,9.85,0.2,-1.42,-9.64,-9.64,-7.01,0.51,-11.17,完整5日,是,9.82,结构止损退出,3,8.9,-9.57,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.81,-9.88,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-7.01
2026-02-26,5,35.7,002277,友阿股份,7.44,2.28,-3.36,-5.78,-5.65,-3.63,2.82,-9.68,完整5日,是,7.4,T+5收盘退出,5,7.17,-3.31,3.0,6.0,-3.0,-6.0,50.0,,T+5,3.38,-9.19,2026-02-27盘中达到第一止盈，但T+1不可卖；2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-04触发软止损预警；2026-03-05触发软止损预警,-3.63
2026-02-27,1,67.1,002161,远望谷,9.07,-7.39,-14.0,-14.99,-13.23,-11.47,-0.22,-16.21,完整5日,是,8.92,结构止损退出,2,7.8,-12.76,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.46,-13.23,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-11.47
2026-02-27,2,59.7,600382,广东明珠,9.16,-3.71,-6.88,-8.73,-6.11,0.55,0.98,-9.93,完整5日,是,9.1,结构止损退出,2,8.53,-6.46,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.0,-6.48,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,0.55
2026-02-27,3,53.5,600868,梅雁吉祥,4.2,-3.57,-11.9,-10.48,-8.1,-7.86,-0.71,-13.81,完整5日,是,4.1,结构止损退出,2,3.7,-9.96,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.71,-10.24,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-7.86
2026-02-27,4,51.7,002279,久其软件,9.42,-5.52,-9.66,-9.34,-7.22,-6.37,-1.27,-11.25,完整5日,是,9.18,结构止损退出,2,8.51,-7.5,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.31,-7.52,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-6.37
2026-02-27,5,49.0,002347,泰尔股份,9.95,-3.22,-9.25,-9.35,-6.73,-7.04,-0.9,-11.06,完整5日,是,9.8,结构止损退出,2,9.03,-8.06,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.61,-8.16,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-7.04
2026-03-02,1,41.8,002259,升达林业,5.8,-0.69,-4.83,-4.66,2.24,-0.34,8.1,-7.41,完整5日,是,5.93,T+5收盘退出,5,5.78,-2.73,3.0,6.0,-3.0,-6.0,50.0,,T+5,5.73,-9.44,2026-03-03盘中达到第一止盈，但T+1不可卖；2026-03-04触发软止损预警；2026-03-05触发软止损预警；2026-03-06触发软止损预警；2026-03-09触发软止损预警,-0.34
2026-03-02,2,41.6,601106,中国一重,5.17,-9.09,-8.32,-4.45,-5.03,-5.42,0.39,-11.8,完整5日,是,5.17,T+5收盘退出,5,4.89,-5.62,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.39,-11.8,2026-03-04触发软止损预警；2026-03-05触发软止损预警；2026-03-06触发软止损预警；2026-03-09触发软止损预警,-5.42
2026-03-02,3,37.3,002721,金一文化,3.36,-4.46,-5.65,-4.46,-2.68,-4.76,0.6,-6.85,完整5日,是,3.37,T+5收盘退出,5,3.2,-5.24,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.3,-7.12,2026-03-04触发软止损预警；2026-03-05触发软止损预警；2026-03-06触发软止损预警；2026-03-09触发软止损预警,-4.76
2026-03-02,4,30.8,002426,胜利精密,4.21,-7.13,-5.7,-0.71,-0.24,-2.61,1.43,-9.03,完整5日,是,4.21,T+5收盘退出,5,4.1,-2.81,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.43,-9.03,2026-03-04触发软止损预警；2026-03-05触发软止损预警；2026-03-06触发软止损预警；2026-03-09触发软止损预警,-2.61
2026-03-03,1,35.6,002094,青岛金王,7.48,-3.74,-2.01,-1.74,-3.61,-2.81,-0.67,-4.81,完整5日,是,7.39,T+5收盘退出,5,7.27,-1.82,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.54,-3.65,2026-03-09触发软止损预警,-2.81
2026-03-03,2,34.0,601086,国芳集团,9.37,-4.59,-3.09,-1.92,-2.67,-1.81,-1.49,-4.91,完整5日,是,9.07,T+5收盘退出,5,9.2,1.23,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.76,-1.76,5日内未触发关键退出信号,-1.81
2026-03-04,1,27.2,603421,鼎信通讯,8.1,1.98,3.83,3.33,13.7,25.06,25.06,0.12,完整5日,是,8.16,强势止盈/清仓,4,8.96,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,12.87,-0.61,2026-03-06达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,25.06
2026-03-04,2,17.8,603725,天安新材,9.89,0.2,3.24,-0.71,1.82,-0.1,3.54,-1.31,完整5日,是,9.97,T+5收盘退出,5,9.88,-1.1,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.71,-2.11,5日内未触发关键退出信号,-0.1
2026-03-04,3,9.7,000863,三湘印象,5.68,0.88,2.46,-0.88,2.82,3.35,5.11,-2.11,完整5日,是,5.78,首止盈后T+5退出,5,5.87,2.08,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.29,-3.81,2026-03-09触发软止损预警；2026-03-11达到第一止盈：卖出50%,3.35
2026-03-05,1,48.4,601908,京运通,4.03,0.74,1.24,1.49,3.23,5.46,7.2,-1.74,完整5日,是,4.0,强势止盈/清仓,5,4.24,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,8.0,-1.0,2026-03-06盘中达到第一止盈，但T+1不可卖；2026-03-10达到第一止盈：卖出50%；达到第二止盈,5.46
2026-03-05,2,43.9,600280,中央商场,3.51,0.0,-0.28,-0.28,-1.71,-2.28,0.85,-2.85,完整5日,是,3.47,T+5收盘退出,5,3.43,-1.35,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.02,-1.73,5日内未触发关键退出信号,-2.28
2026-03-05,3,42.1,000620,盈新发展,2.95,0.68,1.36,0.0,1.02,3.05,4.07,-2.37,完整5日,是,2.92,移动止盈退出,3,2.95,1.81,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,5.14,-1.37,2026-03-06盘中达到第一止盈，但T+1不可卖；2026-03-09达到第一止盈：卖出50%；2026-03-10从峰值回撤约2.8%后退出,3.05
2026-03-05,4,36.0,002263,大东南,3.53,2.27,1.42,2.27,3.68,3.4,4.53,-0.85,完整5日,是,3.51,首止盈后T+5退出,5,3.65,3.29,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,5.13,-0.28,2026-03-06盘中达到第一止盈，但T+1不可卖；2026-03-10达到第一止盈：卖出50%,3.4
2026-03-05,5,32.1,002370,亚太药业,6.63,1.81,0.75,3.62,0.9,-0.15,3.62,-0.75,完整5日,是,6.62,移动止盈退出,4,6.69,1.83,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,3.78,-0.6,2026-03-10达到第一止盈：卖出50%；2026-03-11从峰值回撤约2.2%后退出,-0.15
2026-03-06,1,63.5,600156,华升股份,8.12,1.6,7.27,6.28,4.8,2.83,8.13,-1.6,完整5日,是,8.01,强势止盈/清仓,2,8.49,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,9.24,-0.25,2026-03-09盘中达到第一止盈，但T+1不可卖；2026-03-10达到第一止盈：卖出50%；达到第二止盈,2.83
2026-03-06,2,48.8,002391,长青股份,6.66,-1.05,-1.8,-0.75,0.9,0.9,3.3,-2.85,完整5日,是,6.62,移动止盈退出,5,6.72,2.06,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.93,-2.27,2026-03-13达到第一止盈：卖出50%；2026-03-13从峰值回撤约2.2%后退出,0.9
2026-03-06,3,47.4,002775,文科股份,4.46,-0.22,1.35,0.45,-0.22,0.0,1.79,-1.57,完整5日,是,4.41,T+5收盘退出,5,4.46,0.93,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.95,-0.45,5日内未触发关键退出信号,0.0
2026-03-06,4,45.4,603176,汇通集团,5.75,0.35,2.09,1.39,-0.35,-0.35,2.26,-1.57,完整5日,是,5.73,T+5收盘退出,5,5.73,-0.2,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.62,-1.22,5日内未触发关键退出信号,-0.35
2026-03-06,5,42.8,603023,威帝股份,5.19,0.39,2.89,0.19,-1.93,-2.89,3.08,-3.08,完整5日,是,5.23,T+5收盘退出,5,5.04,-3.83,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.29,-3.82,2026-03-12触发软止损预警；2026-03-13触发软止损预警,-2.89
2026-03-09,1,48.3,002218,拓日新能,6.44,3.57,0.16,-2.48,-6.83,-7.3,6.21,-8.39,完整5日,是,6.42,移动止盈退出,2,6.45,1.53,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.54,-3.43,2026-03-10盘中达到第一止盈，但T+1不可卖；2026-03-11达到第一止盈：卖出50%；2026-03-11从峰值回撤约2.8%后退出,-7.3
2026-03-09,2,43.3,601929,吉视传媒,3.29,0.3,-1.22,-2.13,-3.95,-2.13,2.13,-5.17,完整5日,是,3.31,T+5收盘退出,5,3.22,-2.92,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.51,-5.74,2026-03-12触发软止损预警；2026-03-13触发软止损预警；2026-03-16触发软止损预警,-2.13
2026-03-09,3,33.6,002474,榕基软件,8.62,0.12,-1.04,-3.25,-4.76,-4.52,3.6,-6.03,完整5日,是,8.78,T+5收盘退出,5,8.23,-6.46,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.71,-7.74,2026-03-11触发软止损预警；2026-03-12触发软止损预警；2026-03-13触发软止损预警；2026-03-16触发软止损预警,-4.52
2026-03-09,4,32.1,002354,天娱数科,6.46,-0.93,-2.32,-3.1,-5.42,-4.33,2.17,-6.35,完整5日,是,6.5,T+5收盘退出,5,6.18,-5.12,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.54,-6.92,2026-03-11触发软止损预警；2026-03-12触发软止损预警；2026-03-13触发软止损预警；2026-03-16触发软止损预警,-4.33
2026-03-09,5,28.8,000665,湖北广电,5.36,0.0,-1.31,-2.24,-4.85,-4.1,1.49,-5.41,完整5日,是,5.38,T+5收盘退出,5,5.14,-4.66,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.12,-5.76,2026-03-13触发软止损预警；2026-03-16触发软止损预警,-4.1
