推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,T+6累计%,5日最高涨幅%,5日最低涨幅%,6日最高涨幅%,6日最低涨幅%,首次≥3%,首次≥5%,首次≥8%,6日内涨停,6日涨停次数,6日内跌停,6日跌停次数,买入后6日最高涨幅%,买入后6日最低涨幅%,买入后首次≥8%,6日结果,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2025-11-04,1,73.5,002366,融发核电,8.42,-0.83,-1.19,-2.97,-2.85,0.95,-4.87,2.85,-4.39,2.85,-5.23,,,,否,0.0,否,0.0,5.35,-2.92,,完整6日,是,8.22,移动止盈退出,2,8.32,1.91,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,5.35,-0.24,2025-11-05盘中达到第一止盈，但T+1不可卖；2025-11-06达到第一止盈：卖出50%；2025-11-06从峰值回撤约2.8%后退出,0.95
2025-11-04,2,64.2,603839,安正时尚,9.02,0.33,1.11,-0.78,1.22,2.33,1.77,2.88,-1.77,3.33,-1.77,T+6,,,否,0.0,否,0.0,4.25,-0.89,,完整6日,是,8.94,首止盈后T+6退出,5,9.23,2.92,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.8,-0.89,2025-11-05盘中达到第一止盈，但T+1不可卖；2025-11-10达到第一止盈：卖出50%,2.33
2025-11-04,3,59.0,603363,傲农生物,5.21,1.54,0.19,6.33,7.49,11.32,4.41,13.44,-1.34,13.44,-1.34,T+1,T+3,T+3,否,0.0,否,0.0,14.53,-0.39,T+3,完整6日,是,5.16,移动止盈退出,2,5.22,1.88,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,5.81,-0.39,2025-11-05盘中达到第一止盈，但T+1不可卖；2025-11-06达到第一止盈：卖出50%；2025-11-06从峰值回撤约2.8%后退出,11.32
2025-11-04,4,47.6,002029,七匹狼,9.26,-0.54,-1.4,0.32,3.56,2.27,9.83,5.83,-2.7,12.53,-2.7,T+3,T+4,T+6,否,0.0,否,0.0,13.88,-1.53,T+6,完整6日,是,9.15,移动止盈退出,3,9.29,2.07,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,4.37,-1.53,2025-11-07达到第一止盈：卖出50%；2025-11-07从峰值回撤约2.2%后退出,2.27
2025-11-04,5,45.9,600651,飞乐音响,8.31,-2.77,-3.61,-5.54,-2.65,-2.41,-2.53,-1.68,-7.22,0.24,-7.22,,,,否,0.0,否,0.0,2.08,-5.51,,完整6日,是,8.16,T+6收盘退出,5,8.11,-0.81,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.12,-5.51,2025-11-07触发软止损预警；2025-11-10触发软止损预警；2025-11-11触发软止损预警,-2.41
2025-11-05,1,77.0,601279,英利汽车,4.44,-0.23,-2.48,-1.8,3.38,5.63,4.28,8.56,-4.28,8.56,-4.28,T+4,T+4,T+4,否,0.0,否,0.0,8.31,-4.49,T+5,完整6日,是,4.45,移动止盈退出,4,4.59,2.87,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,7.87,-4.49,2025-11-10触发软止损预警；2025-11-11达到第一止盈：卖出50%；2025-11-11从峰值回撤约2.8%后退出,5.63
2025-11-05,2,61.8,002307,北新路桥,4.98,-1.61,-0.2,-1.0,-1.41,-4.22,-3.41,0.4,-4.22,0.4,-4.62,,,,否,0.0,否,0.0,0.4,-4.62,,完整6日,是,4.98,T+6收盘退出,5,4.77,-4.42,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.4,-4.22,2025-11-12触发软止损预警,-4.22
2025-11-05,3,57.8,002471,中超控股,4.76,-1.05,-2.31,-2.31,-1.68,-5.46,-4.83,0.42,-6.3,0.42,-6.51,,,,否,0.0,否,0.0,0.63,-6.32,,完整6日,是,4.75,T+6收盘退出,5,4.5,-5.46,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.63,-6.11,2025-11-12触发软止损预警,-5.46
2025-11-05,4,57.2,002584,西陇科学,8.45,-0.12,0.71,1.18,2.01,0.71,2.84,2.84,-0.83,3.31,-0.83,T+6,,,否,0.0,否,0.0,3.68,-0.48,,完整6日,是,8.42,首止盈后T+6退出,5,8.51,1.83,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.21,-0.48,2025-11-11达到第一止盈：卖出50%,0.71
2025-11-05,5,56.5,601908,京运通,4.2,0.0,2.38,6.9,8.1,3.81,4.05,10.24,-0.95,10.24,-0.95,T+2,T+3,T+3,否,0.0,否,0.0,10.24,-0.95,T+3,完整6日,是,4.2,强势止盈/清仓,3,4.45,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,9.05,-0.95,2025-11-07达到第一止盈：卖出50%；达到第二止盈,3.81
2025-11-06,1,57.3,600396,华电辽能,3.25,0.0,2.46,1.54,0.31,0.62,2.46,2.77,-0.62,3.08,-0.62,T+6,,,否,0.0,否,0.0,3.08,-0.62,,完整6日,是,3.25,T+6收盘退出,5,3.27,0.42,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.77,-0.62,5日内未触发关键退出信号,0.62
2025-11-06,2,50.5,002513,蓝丰生化,8.22,7.42,7.79,15.57,10.22,12.41,14.72,15.57,-1.95,21.17,-1.95,T+1,T+1,T+1,否,0.0,否,0.0,22.36,-0.98,T+1,完整6日,是,8.14,移动止盈退出,2,8.86,5.72,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,14.86,-0.98,2025-11-07盘中达到第一止盈，但T+1不可卖；2025-11-10达到第一止盈：卖出50%；2025-11-10从峰值回撤约3.5%后退出,12.41
2025-11-06,3,48.1,601956,东贝集团,7.9,-1.65,-1.77,-1.52,-5.06,-4.05,-4.81,-0.13,-5.44,-0.13,-5.44,,,,否,0.0,否,0.0,0.0,-5.32,,完整6日,是,7.89,T+6收盘退出,5,7.58,-4.13,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-5.32,2025-11-12触发软止损预警；2025-11-13触发软止损预警,-4.05
2025-11-06,4,44.1,601619,嘉泽新能,4.56,2.19,1.97,5.92,4.17,2.19,0.66,8.55,0.0,8.55,0.0,T+1,T+1,T+3,否,0.0,否,0.0,8.55,0.0,T+3,完整6日,是,4.56,移动止盈退出,2,4.65,2.29,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,5.92,0.0,2025-11-07盘中达到第一止盈，但T+1不可卖；2025-11-10达到第一止盈：卖出50%；2025-11-10从峰值回撤约2.8%后退出,2.19
2025-11-07,1,61.5,002453,华软科技,6.73,1.49,2.23,12.48,12.48,9.36,9.66,15.45,-0.15,15.45,-0.15,T+3,T+3,T+3,是,1.0,否,0.0,15.45,-0.15,T+3,完整6日,是,6.73,强势止盈/清仓,3,7.39,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,12.48,-0.15,2025-11-12达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,9.36
2025-11-07,2,57.2,000626,远大控股,8.3,0.12,0.24,1.2,1.33,5.06,2.89,6.99,-0.96,6.99,-0.96,T+5,T+5,,否,0.0,否,0.0,8.03,0.0,T+5,完整6日,是,8.22,强势止盈/清仓,5,8.71,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,8.03,0.0,2025-11-12达到第一止盈：卖出50%；达到第二止盈,5.06
2025-11-07,3,54.6,603086,先达股份,9.21,-1.09,-1.74,-2.5,-2.06,-1.95,-2.28,0.11,-3.04,0.11,-3.04,,,,否,0.0,否,0.0,0.11,-3.04,,完整6日,是,9.21,T+6收盘退出,5,9.03,-2.15,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.11,-3.04,2025-11-13触发软止损预警,-1.95
2025-11-07,4,48.6,000877,天山股份,6.04,0.33,1.49,-0.17,1.32,0.66,-0.33,1.82,-0.83,1.82,-0.83,,,,否,0.0,否,0.0,1.82,-0.83,,完整6日,是,6.04,T+6收盘退出,5,6.08,0.46,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.82,-0.83,5日内未触发关键退出信号,0.66
2025-11-07,5,45.0,603017,中衡设计,9.91,1.01,0.91,0.91,1.31,3.03,2.93,3.73,-0.71,3.83,-0.71,T+5,,,否,0.0,否,0.0,3.83,-0.71,,完整6日,是,9.91,首止盈后T+6退出,5,10.21,2.81,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.73,-0.71,2025-11-14达到第一止盈：卖出50%,3.03
2025-11-10,1,65.2,603839,安正时尚,9.13,1.1,0.55,0.22,1.1,2.52,3.07,3.18,-1.31,3.5,-1.31,T+4,,,否,0.0,否,0.0,2.49,-2.28,,完整6日,是,9.22,T+6收盘退出,5,9.36,1.32,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.17,-2.28,5日内未触发关键退出信号,2.52
2025-11-10,2,59.6,002678,珠江钢琴,5.06,0.0,0.99,1.78,2.37,3.36,2.96,3.75,-0.59,4.15,-0.59,T+4,,,否,0.0,否,0.0,4.36,-0.4,,完整6日,是,5.05,首止盈后T+6退出,5,5.23,3.08,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.96,-0.4,2025-11-14达到第一止盈：卖出50%,3.36
2025-11-10,3,56.4,002029,七匹狼,9.59,-1.25,6.05,14.08,7.61,10.84,21.9,16.68,-3.75,21.9,-3.75,T+2,T+2,T+2,是,1.0,否,0.0,23.57,-2.43,T+2,完整6日,是,9.46,强势止盈/清仓,2,10.39,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,10.15,-2.43,2025-11-12达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,10.84
2025-11-10,4,52.7,002775,文科股份,4.53,0.66,0.44,1.32,2.65,3.75,1.32,3.97,-0.66,3.97,-0.66,T+4,,,否,0.0,否,0.0,3.97,-0.66,,完整6日,是,4.53,首止盈后T+6退出,5,4.7,3.18,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,3.97,-0.66,2025-11-14达到第一止盈：卖出50%,3.75
2025-11-10,5,52.6,001896,豫能控股,6.24,-2.72,-4.17,-4.65,-3.04,-1.92,-4.97,2.4,-5.93,2.4,-6.41,,,,否,0.0,否,0.0,3.06,-5.81,,完整6日,是,6.2,移动止盈退出,5,6.12,0.65,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.06,-5.32,2025-11-12触发软止损预警；2025-11-13触发软止损预警；2025-11-14触发软止损预警；2025-11-17达到第一止盈：卖出50%；2025-11-17从峰值回撤约2.2%后退出,-1.92
2025-11-11,1,65.5,600162,香江控股,2.18,0.92,1.83,4.59,9.63,2.29,-1.83,11.93,-1.83,11.93,-2.75,T+3,T+3,T+4,否,0.0,否,0.0,11.93,-2.75,T+4,完整6日,是,2.18,强势止盈/清仓,3,2.31,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,7.34,-1.83,2025-11-14达到第一止盈：卖出50%；达到第二止盈,2.29
2025-11-11,2,61.4,601212,白银有色,5.36,-1.68,2.61,-0.19,-3.36,-8.77,-6.53,4.48,-9.51,4.48,-9.51,T+2,,,否,0.0,否,0.0,6.06,-8.14,,完整6日,是,5.28,强势止盈/清仓,2,5.6,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.06,-2.46,2025-11-13达到第一止盈：卖出50%；达到第二止盈,-8.77
2025-11-11,3,56.6,002716,湖南白银,6.48,-0.62,4.94,1.85,-1.7,-5.71,-2.16,6.17,-6.17,6.17,-6.17,T+2,T+2,,否,0.0,否,0.0,6.67,-5.74,,完整6日,是,6.45,强势止盈/清仓,2,6.84,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.67,-2.33,2025-11-13达到第一止盈：卖出50%；达到第二止盈,-5.71
2025-11-11,4,51.9,600400,红豆股份,2.7,1.11,2.22,4.81,5.56,2.96,1.11,8.15,-1.85,8.15,-1.85,T+3,T+3,T+4,否,0.0,否,0.0,7.75,-2.21,,完整6日,是,2.71,强势止盈/清仓,4,2.87,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,7.75,-2.21,2025-11-14达到第一止盈：卖出50%；达到第二止盈,2.96
2025-11-11,5,47.7,600960,渤海汽车,5.64,-2.48,-3.01,-4.43,-4.43,-7.45,-8.87,-0.35,-8.16,-0.35,-9.4,,,,否,0.0,否,0.0,0.0,-9.07,,完整6日,是,5.62,结构止损退出,5,5.22,-7.32,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-7.83,2025-11-13触发软止损预警；2025-11-14触发软止损预警；2025-11-17触发软止损预警；2025-11-18触发软止损预警；2025-11-18收盘确认结构破坏,-7.45
2025-11-12,1,51.7,605055,迎丰股份,9.3,1.94,1.51,0.75,1.72,-0.65,-1.51,5.05,-1.83,5.05,-3.12,T+2,T+2,,否,0.0,否,0.0,6.2,-2.07,,完整6日,是,9.2,移动止盈退出,2,9.44,2.6,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.2,0.0,2025-11-13盘中达到第一止盈，但T+1不可卖；2025-11-14达到第一止盈：卖出50%；2025-11-14从峰值回撤约2.8%后退出,-0.65
2025-11-12,2,42.8,600167,联美控股,8.14,2.09,12.29,16.71,12.65,13.76,17.81,18.67,0.12,19.16,0.12,T+1,T+2,T+2,是,1.0,否,0.0,19.02,0.0,T+2,完整6日,是,8.15,强势止盈/清仓,2,8.95,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,12.15,0.0,2025-11-13盘中达到第一止盈，但T+1不可卖；2025-11-14达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,13.76
2025-11-12,3,42.4,600651,飞乐音响,8.1,0.25,4.07,0.0,-2.59,-3.09,-1.6,6.3,-4.57,6.3,-4.57,T+2,T+2,,否,0.0,否,0.0,6.56,-4.33,,完整6日,是,8.08,强势止盈/清仓,2,8.56,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.56,-0.99,2025-11-14达到第一止盈：卖出50%；达到第二止盈,-3.09
2025-11-12,4,30.8,002269,美邦服饰,2.26,0.44,4.42,5.75,3.98,1.77,-2.65,10.62,-1.33,10.62,-3.54,T+2,T+2,T+2,否,0.0,否,0.0,11.61,-2.68,T+2,完整6日,是,2.24,移动止盈退出,2,2.36,3.98,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,11.61,-0.45,2025-11-13盘中达到第一止盈，但T+1不可卖；2025-11-14达到第一止盈：卖出50%；2025-11-14从峰值回撤约3.5%后退出,1.77
2025-11-13,1,69.5,000637,茂化实华,5.05,2.57,4.16,0.0,-1.39,-3.96,-10.69,5.74,-4.55,5.74,-10.89,T+1,T+2,,否,0.0,否,0.0,6.37,-10.36,,完整6日,是,5.02,强势止盈/清仓,2,5.32,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.18,0.0,2025-11-14盘中达到第一止盈，但T+1不可卖；2025-11-17达到第一止盈：卖出50%；达到第二止盈,-3.96
2025-11-13,2,62.6,603086,先达股份,9.02,0.11,-0.22,-2.33,-3.1,-5.65,-9.87,0.55,-6.1,0.55,-10.2,,,,否,0.0,否,0.0,0.55,-10.2,,完整6日,是,9.02,T+6收盘退出,5,8.51,-5.85,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.55,-6.1,2025-11-19触发软止损预警；2025-11-20触发软止损预警,-5.65
2025-11-13,3,59.8,002084,海鸥住工,4.12,0.49,0.73,-0.49,-1.94,-2.91,6.8,2.91,-3.88,6.8,-4.13,T+6,T+6,,是,1.0,否,0.0,7.06,-3.89,,完整6日,是,4.11,移动止盈退出,3,4.1,1.18,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,3.16,-1.22,2025-11-18达到第一止盈：卖出50%；2025-11-18从峰值回撤约2.2%后退出,-2.91
2025-11-13,4,59.0,600792,云煤能源,4.87,10.06,17.25,5.54,-2.87,-6.57,-12.32,20.94,-7.19,20.94,-12.32,T+1,T+1,T+1,是,1.0,是,1.0,20.2,-12.86,T+1,完整6日,是,4.9,强势止盈/清仓,2,5.38,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,20.2,0.0,2025-11-14盘中达到第一止盈，但T+1不可卖；2025-11-17达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,-6.57
2025-11-13,5,49.2,000981,山子高科,3.63,-3.31,-2.75,-4.68,-7.99,-9.37,-12.67,1.65,-9.64,1.65,-12.95,,,,否,0.0,否,0.0,3.65,-11.24,,完整6日,是,3.56,移动止盈退出,3,3.46,-0.1,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,3.65,-4.21,2025-11-17触发软止损预警；2025-11-18达到第一止盈：卖出50%；2025-11-18从峰值回撤约2.2%后退出,-9.37
2025-11-14,1,64.2,000626,远大控股,8.72,-2.06,-3.33,-6.08,-7.22,-11.35,-10.67,1.61,-11.47,1.61,-11.7,,,,否,0.0,否,0.0,1.61,-11.7,,完整6日,是,8.72,结构止损退出,3,8.19,-6.28,3.0,6.0,-3.0,-6.0,50.0,,T+3,1.61,-6.77,2025-11-18触发软止损预警；2025-11-19触发软止损预警；2025-11-19收盘确认结构破坏,-11.35
2025-11-14,2,60.7,601008,连云港,5.66,-0.35,-1.59,-2.65,-4.42,-7.77,-7.24,0.18,-8.48,0.18,-8.48,,,,否,0.0,否,0.0,0.0,-8.64,,完整6日,是,5.67,结构止损退出,5,5.22,-8.14,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-8.64,2025-11-20触发软止损预警；2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-7.77
2025-11-14,3,58.1,002678,珠江钢琴,5.18,0.97,0.58,-2.32,-1.54,-3.67,-2.51,1.74,-4.25,1.74,-4.63,,,,否,0.0,否,0.0,1.35,-5.0,,完整6日,是,5.2,T+6收盘退出,5,4.99,-4.24,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.35,-4.62,2025-11-19触发软止损预警；2025-11-20触发软止损预警；2025-11-21触发软止损预警,-3.67
2025-11-14,4,56.6,002775,文科股份,4.65,1.08,-1.29,-3.87,-4.52,-9.03,-6.88,1.29,-9.25,1.29,-9.25,,,,否,0.0,否,0.0,1.07,-9.44,,完整6日,是,4.66,结构止损退出,5,4.23,-9.43,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.07,-9.44,2025-11-19触发软止损预警；2025-11-20触发软止损预警；2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-9.03
2025-11-14,5,55.7,600698,湖南天雁,9.65,7.25,1.97,3.32,0.52,-2.49,0.52,8.7,-3.63,8.7,-3.63,T+1,T+1,T+1,否,0.0,否,0.0,5.01,-6.91,,完整6日,是,9.99,T+6收盘退出,5,9.41,-6.01,3.0,6.0,-3.0,-6.0,50.0,,T+5,5.01,-6.91,2025-11-17盘中达到第一止盈，但T+1不可卖；2025-11-19触发软止损预警；2025-11-21触发软止损预警,-2.49
2025-11-17,1,65.0,000070,特发信息,9.67,-2.07,-4.86,-1.76,8.07,18.92,30.82,18.92,-5.17,30.82,-5.17,T+4,T+4,T+4,是,3.0,否,0.0,32.05,-4.28,T+4,完整6日,是,9.58,强势止盈/清仓,4,10.15,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,9.08,-4.28,2025-11-19触发软止损预警；2025-11-20触发软止损预警；2025-11-21达到第一止盈：卖出50%；达到第二止盈,18.92
2025-11-17,2,59.7,002790,瑞尔特,9.35,-2.99,-4.81,-5.45,-9.3,-7.27,-5.78,-0.21,-9.73,-0.21,-9.73,,,,否,0.0,否,0.0,0.0,-9.54,,完整6日,是,9.33,结构止损退出,4,8.48,-9.31,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.0,-9.54,2025-11-19触发软止损预警；2025-11-20触发软止损预警；2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-7.27
2025-11-17,3,59.6,600798,宁波海运,4.18,-4.55,-7.42,-8.37,-12.92,-11.96,-11.0,-0.48,-13.4,-0.48,-13.4,,,,否,0.0,否,0.0,0.73,-12.35,,完整6日,是,4.13,结构止损退出,2,3.87,-6.5,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.73,-6.78,2025-11-19触发软止损预警；2025-11-19收盘确认结构破坏,-11.96
2025-11-17,4,50.2,002342,巨力索具,7.72,-2.85,-0.26,-3.37,-7.51,-5.18,-5.05,2.2,-7.9,2.2,-7.9,,,,否,0.0,否,0.0,2.87,-7.3,,完整6日,是,7.67,结构止损退出,4,7.14,-7.11,3.0,6.0,-3.0,-6.0,50.0,,T+4,2.87,-7.3,2025-11-19触发软止损预警；2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-5.18
2025-11-17,5,50.2,600604,市北高新,6.08,-2.8,-5.26,-4.93,-8.39,-5.43,-4.93,0.49,-8.55,0.49,-8.55,,,,否,0.0,否,0.0,0.16,-8.85,,完整6日,是,6.1,结构止损退出,4,5.57,-8.89,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.16,-8.85,2025-11-19触发软止损预警；2025-11-20触发软止损预警；2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-5.43
2025-11-18,1,72.1,002564,天沃科技,8.98,-3.67,-5.79,-7.02,-4.57,-1.11,1.56,1.67,-7.8,3.45,-7.8,T+6,,,否,0.0,否,0.0,4.38,-6.97,,完整6日,是,8.9,结构止损退出,3,8.35,-6.38,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.56,-6.97,2025-11-20触发软止损预警；2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-1.11
2025-11-18,2,26.2,002067,景兴纸业,5.95,-2.35,-7.39,-7.56,-10.42,-9.08,-7.39,2.86,-11.93,2.86,-11.93,,,,否,0.0,否,0.0,4.26,-10.73,,完整6日,是,5.87,结构止损退出,2,5.51,-6.33,3.0,6.0,-3.0,-6.0,50.0,,T+2,4.26,-6.3,2025-11-19盘中达到第一止盈，但T+1不可卖；2025-11-20触发软止损预警；2025-11-20收盘确认结构破坏,-9.08
2025-11-19,1,59.9,002094,青岛金王,7.86,-2.16,-7.0,-6.36,-5.98,-5.98,-6.11,-0.51,-7.76,-0.51,-7.76,,,,否,0.0,否,0.0,0.39,-6.93,,完整6日,是,7.79,结构止损退出,2,7.31,-6.36,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.39,-6.16,2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-5.98
2025-11-19,2,32.9,601608,中信重工,7.09,-2.12,-6.21,-6.77,-7.76,-8.6,-7.76,0.99,-8.89,0.99,-8.89,,,,否,0.0,否,0.0,0.85,-9.01,,完整6日,是,7.1,结构止损退出,2,6.65,-6.54,3.0,6.0,-3.0,-6.0,50.0,,T+2,0.85,-7.61,2025-11-21触发软止损预警；2025-11-21收盘确认结构破坏,-8.6
2025-11-20,1,36.3,600684,珠江股份,4.68,-4.49,-2.14,-2.35,-2.99,-2.78,-1.28,0.21,-4.49,0.21,-4.49,,,,否,0.0,否,0.0,1.74,-3.04,,完整6日,是,4.61,T+6收盘退出,5,4.55,-1.5,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.74,-3.04,5日内未触发关键退出信号,-2.78
2025-11-20,2,31.8,002307,北新路桥,4.74,9.92,20.89,16.03,21.1,12.45,23.63,27.64,2.11,27.64,2.11,T+1,T+1,T+1,是,3.0,否,0.0,24.23,-0.62,T+2,完整6日,是,4.87,强势止盈/清仓,2,5.35,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,17.66,-0.62,2025-11-21盘中达到第一止盈，但T+1不可卖；2025-11-24达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,12.45
2025-11-21,1,23.1,002062,宏润建设,9.68,-1.24,-1.03,0.21,0.41,6.51,7.75,7.33,-2.48,10.64,-2.48,T+3,T+5,T+6,否,0.0,否,0.0,11.56,-1.67,T+5,完整6日,是,9.6,移动止盈退出,2,9.58,1.2,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,3.54,-1.67,2025-11-25达到第一止盈：卖出50%；2025-11-25从峰值回撤约2.2%后退出,6.51
2025-11-24,1,48.3,002181,粤传媒,9.15,1.75,1.2,1.2,3.39,3.72,2.19,5.46,-0.66,5.46,-0.66,T+2,T+5,,否,0.0,否,0.0,5.46,-0.66,,完整6日,是,9.15,移动止盈退出,2,9.26,1.9,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,3.5,-0.66,2025-11-26达到第一止盈：卖出50%；2025-11-26从峰值回撤约2.2%后退出,3.72
2025-11-24,2,28.1,002177,御银股份,6.8,1.18,-0.59,-1.62,-0.88,-0.74,-1.47,1.76,-2.65,1.76,-2.65,,,,否,0.0,否,0.0,1.76,-2.65,,完整6日,是,6.8,T+6收盘退出,5,6.75,-0.94,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.76,-2.65,5日内未触发关键退出信号,-0.74
2025-11-24,3,26.6,600651,飞乐音响,7.81,5.51,4.74,6.02,7.3,3.59,2.43,8.19,-2.05,8.19,-2.05,T+1,T+1,T+4,否,0.0,否,0.0,8.61,-1.67,T+4,完整6日,是,7.78,强势止盈/清仓,2,8.25,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.68,-1.67,2025-11-25盘中达到第一止盈，但T+1不可卖；2025-11-26达到第一止盈：卖出50%；达到第二止盈,3.59
2025-11-24,4,21.7,002148,北纬科技,8.87,1.01,-0.11,-0.45,0.56,1.24,0.45,1.92,-0.9,1.92,-0.9,,,,否,0.0,否,0.0,1.8,-1.01,,完整6日,是,8.88,T+6收盘退出,5,8.98,0.93,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.8,-1.01,5日内未触发关键退出信号,1.24
2025-11-25,1,63.0,002297,博云新材,9.16,-2.95,-1.86,0.22,6.33,6.44,6.55,10.26,-3.71,13.21,-3.71,T+4,T+4,T+4,否,0.0,否,0.0,13.21,-3.71,T+4,完整6日,是,9.16,移动止盈退出,4,9.74,4.47,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,10.26,-3.71,2025-11-27触发软止损预警；2025-12-01达到第一止盈：卖出50%；2025-12-01从峰值回撤约3.5%后退出,6.44
2025-11-25,2,57.5,002565,顺灏股份,7.48,-1.07,-2.41,7.35,18.05,29.81,42.78,29.81,-7.22,42.78,-7.22,T+1,T+1,T+1,是,4.0,否,0.0,43.74,-6.59,T+1,完整6日,是,7.43,强势止盈/清仓,3,7.88,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,9.56,-6.59,2025-11-26盘中达到第一止盈，但T+1不可卖；2025-11-27触发软止损预警；2025-11-28达到第一止盈：卖出50%；达到第二止盈,29.81
2025-11-25,3,42.0,002678,珠江钢琴,5.21,0.58,-0.77,0.19,-0.77,-0.38,-1.54,2.5,-2.69,2.5,-2.69,,,,否,0.0,否,0.0,2.69,-2.5,,完整6日,是,5.2,T+6收盘退出,5,5.19,-0.39,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.69,-2.5,5日内未触发关键退出信号,-0.38
2025-11-25,4,36.4,002564,天沃科技,8.88,2.7,1.24,3.04,-0.34,-0.56,-0.56,4.62,-2.36,4.62,-2.36,T+1,,,否,0.0,否,0.0,4.74,-2.25,,完整6日,是,8.87,移动止盈退出,4,8.85,1.19,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,4.74,-1.35,2025-11-26盘中达到第一止盈，但T+1不可卖；2025-11-28达到第一止盈：卖出50%；2025-12-01从峰值回撤约2.2%后退出,-0.56
