推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,T+6累计%,5日最高涨幅%,5日最低涨幅%,6日最高涨幅%,6日最低涨幅%,首次≥3%,首次≥5%,首次≥8%,6日内涨停,6日涨停次数,6日内跌停,6日跌停次数,买入后6日最高涨幅%,买入后6日最低涨幅%,买入后首次≥8%,6日结果,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2026-07-10,4,58.8,002421,达实智能,3.15,-7.94,-6.98,-6.67,-7.62,-13.97,-17.14,0.63,-14.92,0.63,-18.73,,,,否,0.0,否,0.0,0.96,-18.47,,完整6日,是,3.14,结构止损退出,5,2.71,-13.89,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.96,-14.65,2026-07-14触发软止损预警；2026-07-15触发软止损预警；2026-07-16触发软止损预警；2026-07-17触发软止损预警；2026-07-17收盘确认结构破坏,-13.97
2026-07-10,5,58.4,000037,深南电A,8.4,-4.52,-0.6,0.71,-0.48,9.52,20.48,9.52,-4.88,20.48,-4.88,T+5,T+5,T+5,是,2.0,否,0.0,20.48,-4.88,T+5,完整6日,是,8.4,强势止盈/清仓,5,8.9,4.3,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,9.52,-4.88,2026-07-14触发软止损预警；2026-07-17达到第一止盈：卖出50%；达到第二止盈,9.52
2026-07-13,1,33.2,000608,阳光股份,6.06,7.1,10.4,11.22,7.26,-1.82,-4.95,17.66,-4.95,17.66,-11.55,T+1,T+1,T+1,否,0.0,否,0.0,18.05,-11.26,T+1,完整6日,是,6.04,强势止盈/清仓,2,6.63,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,11.75,-4.64,2026-07-14盘中达到第一止盈，但T+1不可卖；2026-07-15达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,-1.82
2026-07-13,2,26.9,600981,苏豪汇鸿,2.21,1.36,3.17,4.52,1.36,0.9,-0.45,6.33,-2.26,6.33,-2.71,T+2,T+2,,否,0.0,否,0.0,7.31,-1.83,,完整6日,是,2.19,强势止盈/清仓,2,2.32,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.39,-1.37,2026-07-15达到第一止盈：卖出50%；达到第二止盈,0.9
2026-07-13,3,26.5,000809,和展能源,2.99,2.68,5.02,4.35,0.0,-2.01,-3.68,6.69,-2.34,6.69,-8.36,T+2,T+2,,否,0.0,否,0.0,6.69,-8.36,,完整6日,是,2.99,强势止盈/清仓,2,3.17,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.02,-1.67,2026-07-15达到第一止盈：卖出50%；达到第二止盈,-2.01
2026-07-13,4,24.9,000036,华联控股,4.21,9.98,14.49,4.51,-1.43,-1.66,-5.7,18.05,-3.09,18.05,-11.4,T+1,T+1,T+1,是,1.0,否,0.0,17.77,-11.61,T+1,完整6日,是,4.22,强势止盈/清仓,2,4.63,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,17.77,-1.9,2026-07-14盘中达到第一止盈，但T+1不可卖；2026-07-15达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,-1.66
2026-07-13,5,24.3,600903,贵州燃气,5.98,0.84,1.67,0.33,-1.84,-1.34,-3.68,3.01,-3.18,3.01,-7.69,T+4,,,否,0.0,否,0.0,4.05,-6.76,,完整6日,是,5.92,移动止盈退出,4,5.87,0.88,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,4.05,-2.03,2026-07-15达到第一止盈：卖出50%；2026-07-17从峰值回撤约2.2%后退出,-1.34
2026-07-14,1,42.1,601011,宝泰隆,2.61,-0.38,-2.68,-7.66,-5.75,-8.43,-6.51,1.92,-10.34,1.92,-10.34,,,,否,0.0,否,0.0,4.72,-7.87,,完整6日,是,2.54,T+6收盘退出,5,2.39,-6.11,3.0,6.0,-3.0,-6.0,50.0,,T+5,4.72,-7.87,2026-07-15盘中达到第一止盈，但T+1不可卖；2026-07-17触发软止损预警；2026-07-20触发软止损预警；2026-07-21触发软止损预警,-8.43
2026-07-14,2,41.5,000509,华塑控股,3.06,-0.33,-1.96,-7.52,-11.76,-9.8,-9.15,2.94,-19.93,2.94,-19.93,,,,否,0.0,否,0.0,3.96,-19.14,,完整6日,是,3.03,结构止损退出,3,2.83,-6.8,3.0,6.0,-3.0,-6.0,50.0,,T+3,3.96,-8.91,2026-07-15盘中达到第一止盈，但T+1不可卖；2026-07-17触发软止损预警；2026-07-17收盘确认结构破坏,-9.8
2026-07-14,3,39.6,600819,耀皮玻璃,5.04,0.2,0.99,-1.79,-3.57,-2.38,-3.97,2.78,-7.14,2.78,-7.14,,,,否,0.0,否,0.0,3.81,-6.21,,完整6日,是,4.99,移动止盈退出,3,4.95,0.9,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,3.81,-1.6,2026-07-16达到第一止盈：卖出50%；2026-07-17从峰值回撤约2.2%后退出,-2.38
2026-07-14,4,38.7,002846,英联股份,9.67,3.0,2.07,-1.45,-6.0,-5.07,-6.93,6.51,-9.41,6.51,-9.41,T+1,T+1,,否,0.0,否,0.0,4.46,-11.16,,完整6日,是,9.86,移动止盈退出,2,9.87,1.35,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.46,-0.71,2026-07-15盘中达到第一止盈，但T+1不可卖；2026-07-16达到第一止盈：卖出50%；2026-07-16从峰值回撤约2.2%后退出,-5.07
2026-07-14,5,38.7,603811,诚意药业,7.41,5.4,6.07,0.27,-2.02,-4.32,-4.86,7.96,-7.83,7.96,-7.83,T+1,T+1,,否,0.0,否,0.0,8.25,-7.58,T+2,完整6日,是,7.39,强势止盈/清仓,2,7.83,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,8.25,-0.54,2026-07-15盘中达到第一止盈，但T+1不可卖；2026-07-16达到第一止盈：卖出50%；达到第二止盈,-4.32
2026-07-15,1,56.3,603980,吉华集团,6.2,-2.9,-0.48,-2.42,-2.1,-4.35,-0.81,3.23,-7.58,3.23,-7.58,T+2,,,否,0.0,否,0.0,3.39,-7.43,,完整6日,是,6.19,移动止盈退出,2,6.17,1.14,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,3.39,-3.23,2026-07-17达到第一止盈：卖出50%；2026-07-17从峰值回撤约2.2%后退出,-4.35
2026-07-15,2,54.2,601868,中国能建,2.55,-1.18,-1.18,0.78,0.78,1.18,3.53,1.57,-1.57,4.31,-1.57,T+6,,,否,0.0,否,0.0,4.72,-1.18,,完整6日,是,2.54,T+6收盘退出,5,2.58,1.37,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.97,-1.18,5日内未触发关键退出信号,1.18
2026-07-15,3,53.6,600191,华资实业,8.69,-0.46,-1.27,1.27,-0.81,-3.34,-2.65,2.3,-6.67,2.3,-6.67,,,,否,0.0,否,0.0,3.37,-5.7,,完整6日,是,8.6,移动止盈退出,4,8.62,1.42,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,3.37,-5.7,2026-07-17触发软止损预警；2026-07-20达到第一止盈：卖出50%；2026-07-21从峰值回撤约2.2%后退出,-3.34
2026-07-15,4,53.5,601975,招商南油,3.58,-5.59,-8.38,-5.59,-4.47,0.0,1.68,1.12,-9.22,1.96,-9.22,,,,否,0.0,否,0.0,3.99,-7.41,,完整6日,是,3.51,结构止损退出,2,3.28,-6.75,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.42,-7.41,2026-07-17触发软止损预警；2026-07-17收盘确认结构破坏,0.0
2026-07-15,5,47.6,000720,新能泰山,3.24,-0.93,-5.86,2.16,-0.93,-2.47,4.32,4.94,-7.41,4.94,-7.41,T+3,,,否,0.0,否,0.0,6.25,-6.25,,完整6日,是,3.2,移动止盈退出,4,3.21,1.46,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,6.25,-6.25,2026-07-17触发软止损预警；2026-07-20达到第一止盈：卖出50%；2026-07-20触发软止损预警；2026-07-21从峰值回撤约2.8%后退出,-2.47
2026-07-16,1,54.4,000859,国风新材,8.1,-5.56,-13.83,-10.49,-11.36,-10.74,-10.25,0.0,-20.99,0.0,-20.99,,,,否,0.0,否,0.0,1.0,-20.2,,完整6日,是,8.02,结构止损退出,2,6.98,-13.17,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.0,-14.09,2026-07-20触发软止损预警；2026-07-20收盘确认结构破坏,-10.74
2026-07-16,2,42.7,603088,宁波精达,9.0,-3.0,-6.22,-5.33,-6.22,-3.67,-7.0,0.22,-12.11,0.22,-12.11,,,,否,0.0,否,0.0,0.22,-12.11,,完整6日,是,9.0,T+6收盘退出,5,8.67,-3.87,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.22,-12.11,2026-07-20触发软止损预警；2026-07-21触发软止损预警；2026-07-22触发软止损预警；2026-07-23触发软止损预警,-3.67
2026-07-16,3,41.2,000045,深纺织A,9.27,-3.67,-4.31,-4.75,-6.47,-3.56,-5.72,1.08,-8.52,1.08,-8.52,,,,否,0.0,否,0.0,1.41,-8.23,,完整6日,是,9.24,T+6收盘退出,5,8.94,-3.45,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.41,-8.23,2026-07-20触发软止损预警；2026-07-21触发软止损预警；2026-07-22触发软止损预警；2026-07-23触发软止损预警,-3.56
2026-07-16,4,38.4,605055,迎丰股份,9.93,-8.96,-16.21,-18.73,-17.72,-16.31,-19.23,0.4,-23.46,0.4,-23.46,,,,否,0.0,否,0.0,3.1,-21.41,,完整6日,是,9.67,结构止损退出,2,8.32,-14.16,3.0,6.0,-3.0,-6.0,50.0,,T+2,3.1,-15.2,2026-07-17盘中达到第一止盈，但T+1不可卖；2026-07-20触发软止损预警；2026-07-20收盘确认结构破坏,-16.31
2026-07-16,5,38.1,002455,百川股份,6.39,-4.07,-5.95,-6.73,-8.45,-2.03,-6.26,2.03,-12.99,2.03,-12.99,,,,否,0.0,否,0.0,1.87,-13.13,,完整6日,是,6.4,结构止损退出,2,6.01,-6.29,3.0,6.0,-3.0,-6.0,50.0,,T+2,1.87,-7.34,2026-07-20触发软止损预警；2026-07-20收盘确认结构破坏,-2.03
2026-07-17,1,42.8,002051,中工国际,8.38,0.72,1.19,-0.24,2.03,-1.79,8.0,2.74,-5.13,8.0,-5.13,T+6,T+6,,是,1.0,否,0.0,5.48,-7.34,,完整6日,是,8.58,T+6收盘退出,5,8.23,-4.28,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.35,-7.34,2026-07-21触发软止损预警；2026-07-22触发软止损预警；2026-07-23触发软止损预警；2026-07-24触发软止损预警,-1.79
2026-07-17,2,37.6,601399,国机重装,3.05,0.66,2.3,1.64,5.25,1.64,5.25,5.57,-0.98,6.23,-0.98,T+4,T+4,,否,0.0,否,0.0,5.88,-1.31,,完整6日,是,3.06,移动止盈退出,5,3.1,1.95,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,5.23,-1.31,2026-07-23达到第一止盈：卖出50%；2026-07-24从峰值回撤约2.8%后退出,1.64
2026-07-17,3,37.2,002255,海陆重工,7.93,-2.52,-1.01,-3.4,1.64,-1.51,1.89,1.64,-5.93,2.14,-5.93,,,,否,0.0,否,0.0,2.27,-5.81,,完整6日,是,7.92,T+6收盘退出,5,7.81,-1.59,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.77,-5.81,2026-07-21触发软止损预警；2026-07-22触发软止损预警；2026-07-23触发软止损预警,-1.51
2026-07-17,4,36.6,000791,甘肃能源,7.41,6.75,5.8,7.02,7.96,0.94,3.91,9.58,-1.08,9.58,-1.08,T+1,T+1,T+4,否,0.0,否,0.0,10.33,-0.41,T+1,完整6日,是,7.36,强势止盈/清仓,2,7.8,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,8.15,-0.41,2026-07-20盘中达到第一止盈，但T+1不可卖；2026-07-21达到第一止盈：卖出50%；达到第二止盈,0.94
2026-07-17,5,35.8,601519,大智慧,7.81,2.69,2.43,0.13,1.41,-2.69,-0.26,3.97,-2.82,3.97,-4.1,T+1,,,否,0.0,否,0.0,4.37,-3.73,,完整6日,是,7.78,移动止盈退出,3,7.82,1.56,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,4.37,-0.9,2026-07-20盘中达到第一止盈，但T+1不可卖；2026-07-21达到第一止盈：卖出50%；2026-07-22从峰值回撤约2.2%后退出,-2.69
2026-07-20,1,50.0,600516,方大炭素,5.04,2.78,1.59,2.98,-0.4,0.99,0.0,3.57,-1.39,3.57,-1.39,T+2,,,否,0.0,否,0.0,4.4,-0.6,,完整6日,是,5.0,移动止盈退出,4,5.02,1.5,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,4.4,-0.6,2026-07-21盘中达到第一止盈，但T+1不可卖；2026-07-22达到第一止盈：卖出50%；2026-07-24从峰值回撤约2.2%后退出,0.99
2026-07-20,2,41.2,002575,群兴玩具,4.39,0.0,10.02,14.35,3.87,9.34,8.66,20.5,-7.74,20.5,-7.74,T+2,T+2,T+2,是,1.0,否,0.0,20.5,-7.74,T+2,完整6日,是,4.39,强势止盈/清仓,2,4.82,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,10.02,-7.74,2026-07-22达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,9.34
2026-07-20,3,36.0,603169,兰石重装,5.91,0.85,-1.02,4.91,2.88,6.26,8.29,6.43,-3.05,11.0,-3.05,T+3,T+3,T+6,否,0.0,否,0.0,10.07,-3.86,T+6,完整6日,是,5.96,移动止盈退出,4,6.08,2.31,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,4.87,-3.86,2026-07-23达到第一止盈：卖出50%；2026-07-24从峰值回撤约2.2%后退出,6.26
2026-07-20,4,35.4,000758,中色股份,5.52,3.62,3.08,5.98,1.81,3.99,3.44,6.52,-0.18,6.52,-0.18,T+1,T+2,,否,0.0,否,0.0,6.33,-0.36,,完整6日,是,5.53,强势止盈/清仓,3,5.86,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,6.33,-0.36,2026-07-21盘中达到第一止盈，但T+1不可卖；2026-07-22达到第一止盈：卖出50%；达到第二止盈,3.99
2026-07-20,5,34.8,002613,北玻股份,3.03,0.66,-1.98,2.64,-0.99,2.97,4.29,3.3,-4.29,5.61,-4.29,T+5,T+6,,否,0.0,否,0.0,5.26,-4.61,,完整6日,是,3.04,T+6收盘退出,5,3.12,2.43,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.96,-4.61,5日内未触发关键退出信号,2.97
2026-07-21,1,50.1,000727,冠捷科技,2.21,-3.17,-0.9,-3.17,-0.9,-0.45,1.81,0.9,-4.07,2.26,-4.07,,,,否,0.0,否,0.0,2.26,-4.07,,完整6日,是,2.21,T+6收盘退出,5,2.2,-0.65,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.9,-4.07,2026-07-23触发软止损预警；2026-07-24触发软止损预警；2026-07-27触发软止损预警,-0.45
2026-07-21,2,49.4,002263,大东南,2.7,0.0,4.44,1.85,5.19,6.3,8.15,8.52,-1.48,8.89,-1.48,T+2,T+3,T+5,否,0.0,否,0.0,10.11,-0.37,T+5,完整6日,是,2.67,移动止盈退出,3,2.75,2.8,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,6.74,-0.37,2026-07-22盘中达到第一止盈，但T+1不可卖；2026-07-23达到第一止盈：卖出50%；2026-07-24从峰值回撤约2.8%后退出,6.3
2026-07-21,3,45.0,002194,武汉凡谷,8.25,-2.3,0.36,-1.7,0.85,4.24,6.67,5.94,-2.79,7.27,-2.79,T+5,T+5,,否,0.0,否,0.0,8.32,-1.84,T+6,完整6日,是,8.17,强势止盈/清仓,5,8.66,4.3,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,6.98,-1.84,2026-07-28达到第一止盈：卖出50%；达到第二止盈,4.24
2026-07-21,4,42.6,603458,勘设股份,7.0,1.71,7.86,10.0,17.29,22.57,30.29,24.57,-4.29,33.0,-4.29,T+1,T+2,T+2,否,0.0,否,0.0,36.31,-1.9,T+2,完整6日,是,6.83,强势止盈/清仓,2,7.5,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,12.15,-1.9,2026-07-22盘中达到第一止盈，但T+1不可卖；2026-07-23达到第一止盈：卖出50%；盘中达到涨停级别，剩余仓位清仓,22.57
2026-07-21,5,42.2,603106,恒银科技,6.42,-2.34,-0.31,-3.12,1.25,3.58,4.83,4.83,-3.89,6.07,-3.89,T+5,T+6,,否,0.0,否,0.0,6.41,-3.59,,完整6日,是,6.4,首止盈后T+6退出,5,6.65,3.25,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,5.16,-3.59,2026-07-24触发软止损预警；2026-07-27触发软止损预警；2026-07-28达到第一止盈：卖出50%,3.58
2026-07-22,1,48.2,600179,安通控股,4.26,0.7,-2.82,-1.64,-1.41,1.88,2.35,1.88,-3.05,4.93,-3.05,T+6,,,否,0.0,否,0.0,5.42,-2.59,,完整6日,是,4.24,T+6收盘退出,5,4.34,2.16,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.36,-2.59,5日内未触发关键退出信号,1.88
2026-07-22,2,46.1,002421,达实智能,2.71,2.21,-1.48,2.95,3.32,4.06,0.37,6.27,-2.21,6.27,-2.21,T+4,T+4,,否,0.0,否,0.0,6.27,-2.21,,完整6日,是,2.71,强势止盈/清仓,4,2.87,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,6.27,-2.21,2026-07-28达到第一止盈：卖出50%；达到第二止盈,4.06
2026-07-22,3,36.9,600666,奥瑞德,3.18,6.92,0.0,3.46,2.52,3.14,-0.63,10.06,-1.89,10.06,-1.89,T+1,T+1,T+1,否,0.0,否,0.0,10.76,-1.27,T+1,完整6日,是,3.16,移动止盈退出,2,3.18,1.62,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,10.76,-1.27,2026-07-23盘中达到第一止盈，但T+1不可卖；2026-07-24达到第一止盈：卖出50%；2026-07-24从峰值回撤约3.5%后退出,3.14
2026-07-22,4,32.9,600207,安彩高科,3.91,4.35,0.0,4.86,4.35,6.14,3.58,6.91,-1.28,7.42,-1.28,T+1,T+4,,否,0.0,否,0.0,8.81,0.0,T+4,完整6日,是,3.86,移动止盈退出,2,3.91,1.95,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,5.96,0.0,2026-07-23盘中达到第一止盈，但T+1不可卖；2026-07-24达到第一止盈：卖出50%；2026-07-24从峰值回撤约2.8%后退出,6.14
2026-07-22,5,32.5,000012,南玻A,3.75,1.6,-0.27,2.13,1.87,4.0,4.8,4.8,-1.07,5.87,-1.07,T+5,T+6,,否,0.0,否,0.0,6.15,-0.8,,完整6日,是,3.74,首止盈后T+6退出,5,3.9,3.44,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,5.08,-0.8,2026-07-29达到第一止盈：卖出50%,4.0
2026-07-23,1,54.6,000545,金浦钛业,2.47,-3.64,-2.02,-0.81,0.4,-0.81,0.4,2.83,-5.67,2.83,-5.67,,,,否,0.0,否,0.0,4.1,-4.51,,完整6日,是,2.44,移动止盈退出,3,2.45,1.5,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,4.1,-4.51,2026-07-27触发软止损预警；2026-07-28达到第一止盈：卖出50%；2026-07-28从峰值回撤约2.2%后退出,-0.81
2026-07-23,2,40.5,600743,华远控股,2.04,0.49,4.41,6.86,6.37,4.9,5.39,10.78,-0.98,10.78,-0.98,T+1,T+1,T+3,否,0.0,否,0.0,10.78,-0.98,T+3,完整6日,是,2.04,强势止盈/清仓,2,2.16,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.37,-0.98,2026-07-24盘中达到第一止盈，但T+1不可卖；2026-07-27达到第一止盈：卖出50%；达到第二止盈,4.9
2026-07-23,3,40.4,002021,中捷资源,2.27,-2.2,3.96,7.49,12.78,10.13,14.1,16.3,-3.08,16.3,-3.08,T+2,T+2,T+3,否,0.0,否,0.0,17.33,-2.22,T+3,完整6日,是,2.25,强势止盈/清仓,2,2.39,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.22,-2.22,2026-07-27达到第一止盈：卖出50%；达到第二止盈,10.13
2026-07-23,4,38.7,600683,京投发展,7.96,-5.53,3.89,-2.14,-1.38,-6.16,-5.15,7.91,-7.79,7.91,-7.79,T+2,T+3,,是,1.0,否,0.0,9.85,-6.14,T+3,完整6日,是,7.82,移动止盈退出,3,7.79,1.11,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,9.85,-4.86,2026-07-24盘中达到第一止盈，但T+1不可卖；2026-07-27达到第一止盈：卖出50%；2026-07-27触发软止损预警；2026-07-28从峰值回撤约3.5%后退出,-6.16
2026-07-23,5,35.9,002324,普利特,8.71,-5.28,-0.57,0.11,2.53,1.72,4.48,3.79,-7.0,4.71,-7.0,T+4,,,否,0.0,否,0.0,3.05,-8.47,,完整6日,是,8.85,T+6收盘退出,5,8.86,-0.09,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.15,-8.47,2026-07-27触发软止损预警；2026-07-28触发软止损预警；2026-07-29触发软止损预警,1.72
2026-07-24,1,36.5,002413,雷科防务,7.6,4.08,3.68,4.34,1.71,4.08,6.97,6.18,-1.32,7.11,-1.32,T+1,T+2,,否,0.0,否,0.0,7.11,-1.32,,完整6日,是,7.6,强势止盈/清仓,2,8.06,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.18,-1.32,2026-07-27盘中达到第一止盈，但T+1不可卖；2026-07-28达到第一止盈：卖出50%；达到第二止盈,4.08
2026-07-24,2,4.9,603709,中源家居,9.54,4.3,4.3,8.49,6.18,10.06,12.79,12.37,-0.73,13.42,-0.73,T+1,T+1,T+3,否,0.0,否,0.0,12.36,-1.66,T+3,完整6日,是,9.63,强势止盈/清仓,3,10.21,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,8.41,-1.66,2026-07-27盘中达到第一止盈，但T+1不可卖；2026-07-28达到第一止盈：卖出50%；达到第二止盈,10.06
2026-07-28,1,56.3,000925,众合科技,7.01,-1.14,-2.85,1.43,3.28,6.99,8.27,7.28,-4.14,10.27,-4.14,T+4,T+5,T+6,否,0.0,否,0.0,12.19,-2.47,T+5,完整6日,是,6.89,强势止盈/清仓,4,7.3,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,6.24,-2.47,2026-07-31达到第一止盈：卖出50%；达到第二止盈,6.99
2026-07-28,2,55.0,600736,苏州高新,6.28,1.59,1.43,2.71,5.41,5.41,7.8,5.89,-0.16,7.96,-0.16,T+2,T+4,,否,0.0,否,0.0,7.96,-0.16,,完整6日,是,6.28,首止盈后T+6退出,5,6.62,4.01,3.0,6.0,-3.0,-6.0,50.0,T+2,T+5,5.89,-0.16,2026-07-30达到第一止盈：卖出50%,5.41
2026-07-28,3,53.1,600198,大唐电信,6.87,2.18,0.29,2.04,2.77,4.37,5.53,5.09,-2.04,5.82,-2.04,T+3,T+5,,否,0.0,否,0.0,5.67,-2.18,,完整6日,是,6.88,首止盈后T+6退出,5,7.17,3.41,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,4.94,-2.18,2026-07-31达到第一止盈：卖出50%,4.37
2026-07-28,4,53.0,000759,中百集团,6.89,3.63,-3.34,1.74,-0.44,0.29,0.58,7.11,-6.82,7.11,-6.82,T+1,T+1,,否,0.0,否,0.0,6.96,-6.96,,完整6日,是,6.9,移动止盈退出,2,6.66,-0.44,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.96,-3.48,2026-07-29盘中达到第一止盈，但T+1不可卖；2026-07-30达到第一止盈：卖出50%；2026-07-30从峰值回撤约2.8%后退出,0.29
2026-07-28,5,50.5,600215,派斯林,5.62,2.85,3.74,7.65,10.32,9.61,10.85,10.85,-0.53,11.03,-0.53,T+2,T+2,T+3,否,0.0,否,0.0,11.03,-0.53,T+3,完整6日,是,5.62,移动止盈退出,2,5.83,3.17,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,7.65,-0.53,2026-07-30达到第一止盈：卖出50%；2026-07-30从峰值回撤约2.8%后退出,9.61
2026-07-29,1,73.2,000545,金浦钛业,2.48,-1.21,0.0,2.42,2.42,3.23,2.42,3.63,-2.42,3.63,-2.42,T+4,,,否,0.0,否,0.0,4.47,-1.63,,完整6日,是,2.46,首止盈后T+6退出,5,2.56,3.33,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,4.47,-1.63,2026-08-03达到第一止盈：卖出50%,3.23
2026-07-29,2,66.3,000620,盈新发展,2.67,-4.12,-1.12,-0.75,1.87,4.49,4.12,4.87,-4.49,4.87,-4.49,T+5,,,否,0.0,否,0.0,6.46,-3.04,,完整6日,是,2.63,强势止盈/清仓,5,2.79,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,6.46,-3.04,2026-08-04达到第一止盈：卖出50%；达到第二止盈,4.49
2026-07-29,3,62.6,001313,粤海饲料,7.1,0.0,1.41,2.68,1.55,1.69,1.69,4.37,-0.85,4.37,-0.85,T+4,,,否,0.0,否,0.0,5.11,-0.14,,完整6日,是,7.05,首止盈后T+6退出,5,7.22,2.51,3.0,6.0,-3.0,-6.0,50.0,T+3,T+5,5.11,-0.14,2026-08-03达到第一止盈：卖出50%,1.69
2026-07-29,4,61.1,002628,成都路桥,4.53,-3.31,-1.55,-0.44,0.66,1.99,8.17,2.87,-3.53,8.61,-3.53,T+6,T+6,T+6,否,0.0,否,0.0,9.58,-2.67,T+6,完整6日,是,4.49,首止盈后T+6退出,5,4.62,2.75,3.0,6.0,-3.0,-6.0,50.0,T+5,T+5,3.79,-2.67,2026-08-05达到第一止盈：卖出50%,1.99
2026-07-29,5,60.6,002084,海鸥住工,3.44,-2.03,1.45,1.45,2.33,2.03,2.91,4.65,-2.62,4.65,-2.62,T+2,,,否,0.0,否,0.0,4.96,-2.33,,完整6日,是,3.43,移动止盈退出,2,3.49,2.17,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.66,-2.33,2026-07-31达到第一止盈：卖出50%；2026-07-31从峰值回撤约2.2%后退出,2.03
2026-07-30,1,57.8,600179,安通控股,4.36,0.23,0.69,-0.46,0.92,-1.61,-2.75,1.83,-1.61,1.83,-3.21,,,,否,0.0,否,0.0,1.14,-3.87,,完整6日,是,4.39,T+6收盘退出,5,4.29,-2.48,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.14,-2.28,5日内未触发关键退出信号,-1.61
2026-07-30,2,56.6,002370,亚太药业,4.77,1.68,3.35,5.87,6.71,7.55,10.69,7.97,-0.84,10.9,-0.84,T+2,T+3,T+6,否,0.0,否,0.0,10.9,-0.84,T+6,完整6日,是,4.77,强势止盈/清仓,3,5.06,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,7.13,-0.84,2026-08-03达到第一止盈：卖出50%；达到第二止盈,7.55
2026-07-30,3,53.8,600322,津投城开,2.54,0.39,1.97,1.97,5.51,6.3,3.94,8.27,-1.57,8.27,-1.57,T+3,T+4,T+4,否,0.0,否,0.0,8.27,-1.57,T+4,完整6日,是,2.54,强势止盈/清仓,4,2.69,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,8.27,-1.57,2026-08-04达到第一止盈：卖出50%；达到第二止盈,6.3
